generated_at,player,team,goal_share,expected_matches,expected_goals
2026-06-11,Harry Kane,England,0.3255066349734258,5.834200000000001,4.137362614954126
2026-06-11,Lionel Messi,Argentina,0.2615934358324769,6.143000000000001,3.634896323158084
2026-06-11,Cristiano Ronaldo,Portugal,0.2916389178716767,5.378,3.5435666904233774
2026-06-11,Kylian Mbappé,France,0.2764520997816677,5.4928,3.2138989310807955
2026-06-11,Erling Haaland,Norway,0.4385618209429633,4.164,3.089812552783164
2026-06-11,Lautaro Martínez,Argentina,0.1950835125920989,6.143000000000001,2.710726820698564
2026-06-11,Mikel Oyarzabal,Spain,0.138469758221003,6.1792,2.2389354590705777
2026-06-11,Luis Díaz,Colombia,0.2078163169865964,5.1298,2.1389955962146123
2026-06-11,Enner Valencia,Ecuador,0.3319778774886252,4.6722,2.130808447797952
2026-06-11,Memphis Depay,Netherlands,0.1936968385327417,5.0316,2.038902345645325
2026-06-11,Mohamed Salah,Egypt,0.3818499743664751,4.0554,1.855172083826322
2026-06-11,Romelu Lukaku,Belgium,0.21098726535554,4.8966,1.841315944340325
2026-06-11,Mehdi Taremi,Iran,0.2629520945984918,4.3988,1.8034407985553709
2026-06-11,Mikel Merino,Spain,0.1041663823026656,6.1792,1.6842797299343086
2026-06-11,Andrej Kramarić,Croatia,0.1969235311798781,4.709,1.595668766376049
2026-06-11,Ferran Torres,Spain,0.0970235517909688,6.1792,1.5687863780556637
2026-06-11,Bruno Fernandes,Portugal,0.1282291164074988,5.378,1.558051404661873
2026-06-11,Cody Gakpo,Netherlands,0.1451980971168264,5.0316,1.528392218671617
2026-06-11,Viktor Gyökeres,Sweden,0.2912050213575467,3.597,1.4807571772040482
2026-06-11,Sardar Azmoun,Iran,0.2101065706637019,4.3988,1.4410030167588193
2026-06-11,Ayoub El Kaabi,Morocco,0.1769875605745792,5.138400000000001,1.439028531549558
2026-06-11,Raphinha,Brazil,0.1223639435497287,5.6642,1.436208942565603
2026-06-11,Álvaro Morata,Spain,0.0866006709632106,6.1792,1.4002574676946788
2026-06-11,Son Heung-min,South Korea,0.2265263732527054,4.0818,1.3909289336218078
2026-06-11,Neymar,Brazil,0.1136992892116164,5.6642,1.3345102420854302
2026-06-11,Marko Arnautović,Austria,0.2415333906447008,3.9324,1.3277098107661696
2026-06-11,Breel Embolo,Switzerland,0.1555748616349371,4.6772,1.2774350432154205
2026-06-11,Mohamed Amoura,Algeria,0.1997283460758656,4.1028,1.2301017261003278
2026-06-11,Sadio Mané,Senegal,0.1921814145794632,4.324,1.224586617617235
2026-06-11,Brahim Díaz,Morocco,0.1501133101605765,5.138400000000001,1.2205227055795946
2026-06-11,Kevin De Bruyne,Belgium,0.1387737201293964,4.8966,1.2110980399650462
2026-06-11,Jonathan David,Canada,0.1796148378967435,4.5058,1.191887757988535
2026-06-11,Aymen Hussein,Iraq,0.3200911872105753,3.4254,1.1656507169812944
2026-06-11,Yazan Al-Naimat,Jordan,0.2454581641814983,3.5092,1.1370074443351446
2026-06-11,Ayase Ueda,Japan,0.1208640726913313,4.9164,1.1299071733734258
2026-06-11,Raúl Jiménez,Mexico,0.1595287066417685,4.7836,1.1161226663831283
2026-06-11,Alexander Sørloth,Norway,0.1545191494953245,4.164,1.0886383286385626
2026-06-11,Vinícius Júnior,Brazil,0.0917221322111664,5.6642,1.0765601589109122
2026-06-11,Scott McTominay,Scotland,0.2079761437762196,3.8444,1.0673021745853173
2026-06-11,Luis Suárez,Colombia,0.1018557098433102,5.1298,1.0483725145519054
2026-06-11,James Rodríguez,Colombia,0.0992919632740866,5.1298,1.0219845836093449
2026-06-11,Darwin Núñez,Uruguay,0.1333921697465172,4.882,1.008784988488818
2026-06-11,Almoez Ali,Qatar,0.2675926715757729,3.4694,1.0021665820151715
2026-06-11,Kerem Aktürkoğlu,Turkey,0.1560940143096872,3.9902,0.9985372792702952
2026-06-11,Serge Gnabry,Germany,0.0870237492594651,5.2276,0.99399732734828
2026-06-11,Ismael Díaz,Panama,0.189514397958834,3.7,0.989659503824059
2026-06-11,Ivan Perišić,Croatia,0.1220503417677782,4.709,0.9889723037033668
2026-06-11,Ali Olwan,Jordan,0.2133366747700447,3.5092,0.988214786711625
2026-06-11,Riyad Mahrez,Algeria,0.1598699552327196,4.1028,0.9846189173801688
2026-06-11,Giorgian de Arrascaeta,Uruguay,0.1292131766749896,4.882,0.9771811433338372
2026-06-11,Edin Džeko,Bosnia and Herzegovina,0.30767560692209,3.381,0.9555785233891398
2026-06-11,Bukayo Saka,England,0.0749558585861124,5.834200000000001,0.9527288656075716
2026-06-11,Takumi Minamino,Japan,0.1011648815929155,4.9164,0.945747754977868
2026-06-11,Lucas Paquetá,Brazil,0.0803723756497052,5.6642,0.9433459015354247
2026-06-11,Musa Al-Taamari,Jordan,0.2027136987949122,3.5092,0.939007204617155
2026-06-11,Kai Havertz,Germany,0.0816941154559736,5.2276,0.9331215112463964
2026-06-11,Dani Olmo,Spain,0.0571109263915226,6.1792,0.9234339673957396
2026-06-11,Duckens Nazon,Haiti,0.2733557676690112,3.2064,0.9161124076089836
2026-06-11,Julián Alvarez,Argentina,0.0657348133828864,6.143000000000001,0.9133991864457648
2026-06-11,Julián Álvarez,Argentina,0.0649139415024963,6.143000000000001,0.9019929974092606
2026-06-11,Florian Wirtz,Germany,0.0788550062659966,5.2276,0.9006928125187315
2026-06-11,Luis Suárez,Uruguay,0.1187102309552145,4.882,0.897752088411379
2026-06-11,Cyle Larin,Canada,0.1345914130981692,4.5058,0.8931214117973163
2026-06-11,Olivier Giroud,France,0.0761053525118973,5.4928,0.8847641644996966
2026-06-11,Michael Gregoritsch,Austria,0.158927458208237,3.9324,0.8736247394200037
2026-06-11,Jhon Córdoba,Colombia,0.0845352034495529,5.1298,0.870097355807545
2026-06-11,Richarlison,Brazil,0.0728751607171413,5.6642,0.8553496600109861
2026-06-11,Jordan Ayew,Ghana,0.2380486163992592,3.346,0.8435475534894707
2026-06-11,Donyell Malen,Netherlands,0.0791297762320874,5.0316,0.8329402151946882
2026-06-11,Patrik Schick,Czech Republic,0.1695765650395215,3.7328,0.8233779587545803
2026-06-11,Lamine Yamal,Spain,0.0507316653491164,6.1792,0.8202868691844832
2026-06-11,Marcel Sabitzer,Austria,0.1457855407043849,3.9324,0.8013835774192961
2026-06-11,Eldor Shomurodov,Uzbekistan,0.1738791835751965,3.7688,0.7997706664219495
2026-06-11,Randal Kolo Muani,France,0.0686548268346103,5.4928,0.7981479422712024
2026-06-11,Baghdad Bounedjah,Algeria,0.1290564640757335,4.1028,0.7948425065496892
2026-06-11,Zeki Amdouni,Switzerland,0.0962696335080963,4.6772,0.7904760585892158
2026-06-11,Youssef En-Nesyri,Morocco,0.0939814780844833,5.138400000000001,0.7641329591849059
2026-06-11,Julio Enciso,Paraguay,0.1657988226302014,3.8496,0.7568556092419945
2026-06-11,Akram Afif,Qatar,0.201836884090651,3.4694,0.7559032878687902
2026-06-11,Ismael Saibari,Morocco,0.0927756305684316,5.138400000000001,0.7543286035869011
2026-06-11,Leroy Sané,Germany,0.0657424310169126,5.2276,0.7509191603472805
2026-06-11,Jamal Musiala,Germany,0.0657268693453202,5.2276,0.7507414127771801
2026-06-11,Tajon Buchanan,Canada,0.1118388862337967,4.5058,0.7421402425882296
2026-06-11,Denzel Dumfries,Netherlands,0.0704995374959616,5.0316,0.7420961201859227
2026-06-11,João Félix,Portugal,0.0608541143145032,5.378,0.7394095892063821
2026-06-11,Chris Wood,New Zealand,0.2376170792900596,3.3254,0.7314370430132624
2026-06-11,Daichi Kamada,Japan,0.0778280181164057,4.9164,0.7275812737482816
2026-06-11,Antonio Sanabria,Paraguay,0.1589020794957567,3.8496,0.7253726430544237
2026-06-11,Joshua Kimmich,Germany,0.0634023874207441,5.2276,0.7241908580129957
2026-06-11,Thiago Almada,Argentina,0.0512942570602453,6.143000000000001,0.7127445908345066
2026-06-11,Marcus Rashford,England,0.0557219771445961,5.834200000000001,0.7082559932709254
2026-06-11,Abbosbek Fayzullaev,Uzbekistan,0.1538390005741217,3.7688,0.7075943047411615
2026-06-11,Oswin Appollis,South Africa,0.1722151133560265,3.657,0.7073220471677611
2026-06-11,Nick Woltemade,Germany,0.0613180192475528,5.2276,0.7003829158019034
2026-06-11,Lee Kang-in,South Korea,0.1140493155217767,4.0818,0.7002914960459572
2026-06-11,Bernardo Silva,Portugal,0.0574855994319988,5.378,0.698480356506752
2026-06-11,Adrien Rabiot,France,0.0593959790346281,5.4928,0.6905090382046267
2026-06-11,Mohammad Mohebi,Iran,0.1003185102789242,4.3988,0.6880283443398972
2026-06-11,John McGinn,Scotland,0.1340505465120234,3.8444,0.6879271689476913
2026-06-11,Gonçalo Ramos,Portugal,0.0565188093851218,5.378,0.68673334745958
2026-06-11,César Montes,Mexico,0.0981129498319522,4.7836,0.686434996423905
2026-06-11,Lyle Foster,South Africa,0.1648623990370179,3.657,0.677122973213031
2026-06-11,Nico Williams,Spain,0.0416415714399757,6.1792,0.6733079631696856
2026-06-11,Luka Modrić,Croatia,0.0826686960330392,4.709,0.6698633496291637
2026-06-11,João Cancelo,Portugal,0.0540386231107368,5.378,0.6565977759381446
2026-06-11,Michael Olise,France,0.0562395177209168,5.4928,0.6538135395987319
2026-06-11,Ismaïla Sarr,Senegal,0.1020346499025392,4.324,0.650168316625876
2026-06-11,Rodrigo Aguirre,Uruguay,0.0858900226078921,4.882,0.6495476131204392
2026-06-11,Jackson Irvine,Australia,0.1031634713891811,4.2312,0.6490435568547922
2026-06-11,Gonzalo Plata,Ecuador,0.1010345174674209,4.6722,0.648492619349754
2026-06-11,Antoine Griezmann,France,0.0556345806942132,5.4928,0.6467808331550873
2026-06-11,Jérémy Doku,Belgium,0.0724236917779464,4.8966,0.632051883292588
2026-06-11,Wout Weghorst,Netherlands,0.0598944636775349,5.0316,0.6304644072063792
2026-06-11,Dailon Livramento,Cape Verde,0.1723090454335379,3.392,0.6283587943235226
2026-06-11,Federico Valverde,Uruguay,0.0814378939383021,4.882,0.6158781662763131
2026-06-11,Hwang Hee-chan,South Korea,0.1002148772043437,4.0818,0.6153445635549789
2026-06-11,Remo Freuler,Switzerland,0.0746817859066757,4.6772,0.6132168745292659
2026-06-11,Ángel Di María,Argentina,0.0436791524033517,6.143000000000001,0.6069310950572925
2026-06-11,Youri Tielemans,Belgium,0.0692724131623663,4.8966,0.6045502255496507
2026-06-11,Jesús Ferreira,United States,0.0991324357372763,4.2808,0.6042177058017707
2026-06-11,Tomáš Souček,Czech Republic,0.1239063152229969,3.7328,0.6016263443084582
2026-06-11,Frantzdy Pierrot,Haiti,0.1763327359935419,3.2064,0.590953718258186
2026-06-11,İlkay Gündoğan,Germany,0.0516524173427572,5.2276,0.5899810709913115
2026-06-11,Firas Al-Buraikan,Saudi Arabia,0.1791791338517043,3.5084,0.5890159970672179
2026-06-11,Kusini Yengi,Australia,0.0922643101511676,4.2312,0.5804724795015725
2026-06-11,Takefusa Kubo,Japan,0.0617115476285199,4.9164,0.5769151973185294
2026-06-11,Lee Jae-sung,South Korea,0.0939533291876555,4.0818,0.5768970831110221
2026-06-11,Declan Rice,England,0.0452909284266458,5.834200000000001,0.5756718110654353
2026-06-11,Joselu,Spain,0.0353920754142881,6.1792,0.57225905232447
2026-06-11,Omar Marmoush,Egypt,0.1176737744515058,4.0554,0.5717038523391216
2026-06-11,Rodrygo,Brazil,0.0484149090836343,5.6642,0.5682550215550847
2026-06-11,Granit Xhaka,Switzerland,0.0688836345676497,4.6772,0.5656078866214476
2026-06-11,Nicolas Jackson,Senegal,0.0882884208075496,4.324,0.5625768696107715
2026-06-11,Habib Diallo,Senegal,0.0874017257325708,4.324,0.5569268179390099
2026-06-11,Timo Werner,Germany,0.048477126372881,5.2276,0.5537124573718315
2026-06-11,Alexis Mac Allister,Argentina,0.0398077330614618,6.143000000000001,0.5531369014589081
2026-06-11,Tijjani Reijnders,Netherlands,0.0525478408200788,5.0316,0.5531319804610306
2026-06-11,Christoph Baumgartner,Austria,0.1003827119927456,3.9324,0.5518040846788705
2026-06-11,Hakan Çalhanoğlu,Turkey,0.0861902018901452,3.9902,0.5513608582350485
2026-06-11,Xherdan Shaqiri,Switzerland,0.0671153523270418,4.6772,0.5510884091383275
2026-06-11,Edson Álvarez,Mexico,0.0787193058379971,4.7836,0.5507497890334576
2026-06-11,Trézéguet,Egypt,0.1123533729655255,4.0554,0.5458553228795757
2026-06-11,Christian Pulisic,United States,0.0895026982930662,4.2808,0.5455239208388518
2026-06-11,Pedri,Spain,0.0337311193715866,6.1792,0.5454028388975162
2026-06-11,José Fajardo,Panama,0.1043680684169826,3.7,0.5450184889227394
2026-06-11,Ritsu Dōan,Japan,0.0579795930055154,4.9164,0.5420267295932537
2026-06-11,Cédric Bakambu,DR Congo,0.1502682978459731,3.5596,0.540251832596574
2026-06-11,Omar Alderete,Paraguay,0.117922818157639,3.8496,0.5383062736175015
2026-06-11,Nicolás González,Argentina,0.0387258689472996,6.143000000000001,0.5381041699295013
2026-06-11,Fabián Ruiz,Spain,0.0331489726626449,6.1792,0.5359900333450547
2026-06-11,Azzedine Ounahi,Morocco,0.0658772962595155,5.138400000000001,0.5356269592677906
2026-06-11,Craig Goodwin,Australia,0.085070970141113,4.2312,0.5352162378985851
2026-06-11,Saleh Al-Shehri,Saudi Arabia,0.1627759020908553,3.5084,0.5350936139021247
2026-06-11,Xavi Simons,Netherlands,0.0507428598430951,5.0316,0.5341322901424138
2026-06-11,Nicolás Otamendi,Argentina,0.0382612204256069,6.143000000000001,0.5316477800828422
2026-06-11,Tim Kleindienst,Germany,0.0465044321190042,5.2276,0.5311800701474841
2026-06-11,Thelo Aasgaard,Norway,0.0752197200540179,4.164,0.5299477157861551
2026-06-11,Alexander Isak,Sweden,0.1036337937875616,3.597,0.5269705969918687
2026-06-11,Amad Diallo,Ivory Coast,0.1072567167715926,3.9566,0.5229213710149843
2026-06-11,Mehdi Ghayedi,Iran,0.0760111847363185,4.3988,0.521318044297459
2026-06-11,Eberechi Eze,England,0.0405359694329244,5.834200000000001,0.5152337509384308
2026-06-11,Hidemasa Morita,Japan,0.0549066675098415,4.9164,0.5132992468641937
2026-06-11,Miguel Borja,Colombia,0.0490203043653145,5.1298,0.5045523695296295
2026-06-11,Pape Gueye,Senegal,0.0790714670896351,4.324,0.5038461218802796
2026-06-11,Raheem Sterling,England,0.0396322190371727,5.834200000000001,0.5037466022941699
2026-06-11,Diogo Jota,Portugal,0.0409384518305788,5.378,0.4974237845998732
2026-06-11,Evidence Makgopa,South Africa,0.1209150256528599,3.657,0.4966222871584596
2026-06-11,Enzo Fernández,Argentina,0.0356002154278926,6.143000000000001,0.4946725507491397
2026-06-11,Mario Pašalić,Croatia,0.0609903755466274,4.709,0.494204205694455
2026-06-11,Islam Slimani,Algeria,0.0802012433214853,4.1028,0.49394935562966
2026-06-11,Edinson Cavani,Uruguay,0.0650698197618381,4.882,0.4920937825972293
2026-06-11,Mohammed Kudus,Ghana,0.1379345430462357,3.346,0.4887839639159624
2026-06-11,Ryan Christie,Scotland,0.0946485546281724,3.8444,0.4857220945720618
2026-06-11,Orbelín Pineda,Mexico,0.0693863699454582,4.7836,0.4854530690082979
2026-06-11,Juan Fernando Quintero,Colombia,0.0471289608822987,5.1298,0.4850852966849072
2026-06-11,Martin Boyle,Australia,0.0765942075153698,4.2312,0.4818854601422723
2026-06-11,João Neves,Portugal,0.0394343011015184,5.378,0.47914755980871
2026-06-11,Diego Luna,United States,0.0778216292246824,4.2808,0.4743271556093971
2026-06-11,Yoane Wissa,DR Congo,0.1302638724917491,3.5596,0.4683309576510243
2026-06-11,Malik Tillman,United States,0.0768185913742832,4.2808,0.4682135841603232
2026-06-11,Mostafa Mohamed,Egypt,0.0961817990777053,4.0554,0.46728767997743
2026-06-11,Thomas Partey,Ghana,0.1316880856683599,3.346,0.4666490575309328
2026-06-11,Antonio Nusa,Norway,0.0657744516821608,4.164,0.4634026875002442
2026-06-11,Niclas Füllkrug,Germany,0.0402471848234959,5.2276,0.4597089241532072
2026-06-11,Henry Martín,Mexico,0.0656896189519286,4.7836,0.4595892125105582
2026-06-11,Karim Benzema,France,0.0395085848785823,5.4928,0.4593077745116513
2026-06-11,Yuya Osako,Japan,0.0490935233995533,4.9164,0.4589546175313511
2026-06-11,Matías Galarza,Paraguay,0.0997616799176915,3.8496,0.4554024319069891
2026-06-11,Mohamed Ali Ben Romdhane,Tunisia,0.1070617355300738,3.709,0.4545864387370954
2026-06-11,Oh Hyeon-gyu,South Korea,0.0737310211162099,4.0818,0.452727022922008
2026-06-11,Nikola Vlašić,Croatia,0.0558440033217393,4.709,0.4525032196812699
2026-06-11,Lyndon Dykes,Scotland,0.0877809941767252,3.8444,0.4504788110355975
2026-06-11,Leandro Trossard,Belgium,0.0515312975469399,4.8966,0.4497209802962861
2026-06-11,Franck Kessié,Ivory Coast,0.0921717590806776,3.9566,0.449375890649082
2026-06-11,Pape Matar Sarr,Senegal,0.0704428659952292,4.324,0.4488643774067638
2026-06-11,Georginio Wijnaldum,Netherlands,0.0425214040254632,5.0316,0.4475911484378445
2026-06-11,Dan Ndoye,Switzerland,0.0529631534343122,4.6772,0.4348838076099048
2026-06-11,Pavel Šulc,Czech Republic,0.0891760677774016,3.7328,0.4329938434547513
2026-06-11,Emil Forsberg,Sweden,0.0850725699516635,3.597,0.4325880712903255
2026-06-11,Ante Budimir,Croatia,0.0533479213063665,4.709,0.4322775001525801
2026-06-11,Cherif Ndiaye,Senegal,0.0676169044442406,4.324,0.430857252707353
2026-06-11,Jamie Maclaren,Australia,0.0684510266614633,4.2312,0.4306533816326926
2026-06-11,Hakim Ziyech,Morocco,0.0528172996831208,5.138400000000001,0.4294403570322505
2026-06-11,Virgil van Dijk,Netherlands,0.0406765741378756,5.0316,0.4281719983184526
2026-06-11,Merih Demiral,Turkey,0.0668787946373422,3.9902,0.4278253072892115
2026-06-11,Félix Torres,Ecuador,0.0663862847580071,4.6722,0.4261020567104773
2026-06-11,Philippe Coutinho,Brazil,0.0362683492397112,5.6642,0.4256885320878589
2026-06-11,Jude Bellingham,England,0.0332634555279825,5.834200000000001,0.4227962276618408
2026-06-11,Luiz Henrique,Brazil,0.0355217380928264,5.6642,0.4169254146639812
2026-06-11,Bradley Barcola,France,0.0357654632823719,5.4928,0.4157920460853997
2026-06-11,Lucas Cavallini,Canada,0.062634973674805,4.5058,0.4156330246382598
2026-06-11,Jhon Durán,Colombia,0.0403412098538693,5.1298,0.4152208617428322
2026-06-11,Oston Urunov,Uzbekistan,0.0901756803651043,3.7688,0.4147699712971272
2026-06-11,Kenan Yıldız,Turkey,0.0647278673321728,3.9902,0.4140657719943417
2026-06-11,Salem Al-Dawsari,Saudi Arabia,0.1242081304085842,3.5084,0.4083096854180457
2026-06-11,Ruben Vargas,Switzerland,0.0496896583152648,4.6772,0.4080049318396139
2026-06-11,Maxim De Cuyper,Belgium,0.0464353012013568,4.8966,0.4052474936732416
2026-06-11,Arda Güler,Turkey,0.0626525896430892,3.9902,0.4007901691690048
2026-06-11,Cecilio Waterman,Panama,0.0765965596632693,3.7,0.3999934255520108
2026-06-11,Alireza Jahanbakhsh,Iran,0.0581561918915437,4.3988,0.3988606719637313
2026-06-11,Yerry Mina,Colombia,0.0387066821040495,5.1298,0.3983971218678702
2026-06-11,Sébastien Haller,Ivory Coast,0.0815157382734781,3.9566,0.397423330680914
2026-06-11,Jefferson Lerma,Colombia,0.0383733939458305,5.1298,0.3949666794799084
2026-06-11,Francisco Conceição,Portugal,0.0324365870199722,5.378,0.3941216424536585
2026-06-11,Ousmane Dembélé,France,0.0338858132508567,5.4928,0.3939401403416431
2026-06-11,Rodrigo Bentancur,Uruguay,0.0520286128789852,4.882,0.3934690000466587
2026-06-11,Alexis Vega,Mexico,0.0560300163767245,4.7836,0.3920070098500166
2026-06-11,Alan Minda,Ecuador,0.0610270114166915,4.6722,0.3917034245000376
2026-06-11,Mohanad Ali,Iraq,0.1075100883879028,3.4254,0.3915109713084314
2026-06-11,Konrad Laimer,Austria,0.0710821376141501,3.9324,0.3907387348334262
2026-06-11,Gervane Kastaneer,Curaçao,0.1405267858147166,3.239,0.3902779566187109
2026-06-11,Leon Goretzka,Germany,0.0341301955638667,5.2276,0.3898398248874317
2026-06-11,Junior Hoilett,Canada,0.0583206462312915,4.5058,0.387004019796055
2026-06-11,Igor Sergeev,Uzbekistan,0.0831669222698736,3.7688,0.382532649857274
2026-06-11,Mitchell Duke,Australia,0.0607547426900549,4.2312,0.3822329140378874
2026-06-11,Yan Diomande,Ivory Coast,0.0781409355085562,3.9566,0.3809697551673521
2026-06-11,Hamza Igamane,Morocco,0.0466915925723285,5.138400000000001,0.379634216534418
2026-06-11,Don Deedson Louicius,Haiti,0.1123056260917998,3.2064,0.3763760991191864
2026-06-11,Elias Achouri,Tunisia,0.0884813176326002,3.709,0.3756935835032391
2026-06-11,Elias Saad,Tunisia,0.0882959602426348,3.709,0.3749065520266729
2026-06-11,Haris Seferovic,Switzerland,0.0455338970819062,4.6772,0.3738817131207337
2026-06-11,Harry Souttar,Australia,0.0593722535103337,4.2312,0.3735351096461131
2026-06-11,Michael Estrada,Ecuador,0.0581413245521555,4.6722,0.373181569986212
2026-06-11,Bruno Guimarães,Brazil,0.0315708767563811,5.6642,0.3705534016540097
2026-06-11,Nicolás de la Cruz,Uruguay,0.0488393740815498,4.882,0.3693502213381884
2026-06-11,Davinson Sánchez,Colombia,0.0354317651201977,5.1298,0.3646893114899229
2026-06-11,Jack Grealish,England,0.0284738949108652,5.834200000000001,0.3619183624811956
2026-06-11,Iliman Ndiaye,Senegal,0.0567477943926801,4.324,0.361598907702059
2026-06-11,Kōki Ogawa,Japan,0.0386500811038478,4.9164,0.3613232858885332
2026-06-11,Manuel Akanji,Switzerland,0.0438943482979404,4.6772,0.36041927420426
2026-06-11,Ángel Mena,Ecuador,0.0561249426650906,4.6722,0.3602393715739344
2026-06-11,Nathan Saliba,Canada,0.0540924316988161,4.5058,0.3589464428251382
2026-06-11,Jean-Philippe Mateta,France,0.0308589487282065,5.4928,0.3587512715952859
2026-06-11,Deniz Undav,Germany,0.0313938040729846,5.2276,0.3585843819576443
2026-06-11,Evann Guessand,Ivory Coast,0.0734565868146228,3.9566,0.3581315953292105
2026-06-11,Ibrahim Maza,Algeria,0.0577246889407378,4.1028,0.3555190883002379
2026-06-11,Ben Waine,New Zealand,0.1153177049946824,3.3254,0.3549729733249643
2026-06-11,Alexander Djiku,Ghana,0.0982457960960244,3.346,0.3481431742431446
2026-06-11,Nishan Velupillay,Australia,0.0551960568176021,4.2312,0.3472609496253597
2026-06-11,Willy Semedo,Cape Verde,0.094994651150122,3.392,0.3464166626522102
2026-06-11,Daniel Muñoz,Colombia,0.0336000960683698,5.1298,0.3458364509812122
2026-06-11,Azizbek Turgunboev,Uzbekistan,0.0744421466353104,3.7688,0.3424023738796497
2026-06-11,Bruno Petković,Croatia,0.0420531724259305,4.709,0.3407562994886031
2026-06-11,Ladislav Krejčí,Czech Republic,0.0700609466934198,3.7328,0.3401804917053073
2026-06-11,Jacob Shaffelburg,Canada,0.0507780283171375,4.5058,0.3369527319384602
2026-06-11,Jamiro Monteiro,Cape Verde,0.0923223518996512,3.392,0.3366715983065015
2026-06-11,Martin Zubimendi,Spain,0.0208166770303633,6.1792,0.3365875476500333
2026-06-11,Charles De Ketelaere,Belgium,0.0385471421863031,4.8966,0.3364064053666352
2026-06-11,Johan Manzambi,Switzerland,0.0407836981202087,4.6772,0.3348775285619401
2026-06-11,Roberto Firmino,Brazil,0.0285300523032281,5.6642,0.3348626651045153
2026-06-11,Václav Černý,Czech Republic,0.0688176482269222,3.7328,0.3341436637200911
2026-06-11,Achraf Hakimi,Morocco,0.0410766944508229,5.138400000000001,0.3339812984854917
2026-06-11,Marquinhos,Brazil,0.0284406439218151,5.6642,0.333813261879999
2026-06-11,Joško Gvardiol,Croatia,0.0409180735261508,4.709,0.3315586081295559
2026-06-11,Anthony Elanga,Sweden,0.0651088919391439,3.597,0.3310741641378349
2026-06-11,Pablo Sarabia,Spain,0.0204093498916825,6.1792,0.3300014223765387
2026-06-11,Alphonso Davies,Canada,0.0496772504942931,4.5058,0.3296481928108642
2026-06-11,Michy Batshuayi,Belgium,0.0377593530755664,4.8966,0.3295312574853981
2026-06-11,Otabek Shukurov,Uzbekistan,0.0714723805187863,3.7688,0.3287427064180604
2026-06-11,Eric Davis,Panama,0.0626625056672803,3.7,0.3272286693516745
2026-06-11,Kevin Rodríguez,Ecuador,0.0509783038643623,4.6722,0.3272055395688714
2026-06-11,Luis Chávez,Mexico,0.0467288696675991,4.7836,0.3269326988752438
2026-06-11,Hans Vanaken,Belgium,0.0374128498008915,4.8966,0.3265072740077698
2026-06-11,Paulo Dybala,Argentina,0.0234671136498428,6.143000000000001,0.3260805258721122
2026-06-11,Kendry Páez,Ecuador,0.0507611883722217,4.6722,0.3258119782620133
2026-06-11,Elijah Just,New Zealand,0.1058036827838155,3.3254,0.3256867440106809
2026-06-11,Ryan Mendes,Cape Verde,0.0889894568135481,3.392,0.3245175414336236
2026-06-11,Koki Ogawa,Japan,0.0344926622316528,4.9164,0.322457332575774
2026-06-11,Gavi,Spain,0.0199387071286618,6.1792,0.3223915385707164
2026-06-11,Thomas Meunier,Belgium,0.0368667992664326,4.8966,0.3217418131453793
2026-06-11,Maximiliano Araújo,Uruguay,0.0423888848771829,4.882,0.3205680725048654
2026-06-11,Chris Richards,United States,0.051710593025462,4.2808,0.3151789386704738
2026-06-11,Tomáš Chorý,Czech Republic,0.0644109659199773,3.7328,0.312747045137054
2026-06-11,Anthony Gordon,England,0.0245862677523281,5.834200000000001,0.3125045517061102
2026-06-11,Patrick Agyemang,United States,0.0512691884820168,4.2808,0.31248855344401
2026-06-11,Kenji Gorré,Curaçao,0.1122165511039811,3.239,0.3116533692117962
2026-06-11,Themba Zwane,South Africa,0.0748668277065018,3.657,0.3074930928323535
2026-06-11,Miguel Almirón,Paraguay,0.0672469841321475,3.8496,0.3069759865457098
2026-06-11,Kosta Barbarouses,New Zealand,0.0990182239284914,3.3254,0.304799626066739
2026-06-11,Viktor Claesson,Sweden,0.0591843708707721,3.597,0.3009483886529517
2026-06-11,Christopher Nkunku,France,0.0258840931594111,5.4928,0.3009159973924127
2026-06-11,Ángel Romero,Paraguay,0.0657845795264124,3.8496,0.3003002507879196
2026-06-11,Danley Jean Jacques,Haiti,0.0894637220103556,3.2064,0.2998247538855897
2026-06-11,Keito Nakamura,Japan,0.0320051742261913,4.9164,0.299202857706065
2026-06-11,Silvan Widmer,Switzerland,0.0362929792919835,4.6772,0.2980039518149243
2026-06-11,Cenk Tosun,Turkey,0.0465202627822949,3.9902,0.2975912743035215
2026-06-11,José Luis Rodríguez,Panama,0.056888158420966,3.7,0.2970745613142654
2026-06-11,Thomas Müller,Germany,0.0260025931887015,5.2276,0.2970052239030907
2026-06-11,Ali Al-Hamadi,Iraq,0.0813987804679762,3.4254,0.2964234899459448
2026-06-11,Cho Gue-sung,South Korea,0.0482379870177845,4.0818,0.2961933786308405
2026-06-11,Haris Tabaković,Bosnia and Herzegovina,0.0946843224534707,3.381,0.2940704527840576
2026-06-11,Gaël Kakuta,DR Congo,0.0817159908559347,3.5596,0.2937892718903032
2026-06-11,Théo Bongonda,DR Congo,0.0816150591369707,3.5596,0.2934263973058493
2026-06-11,Rafael Leão,Portugal,0.0239492362009727,5.378,0.2909958529615393
2026-06-11,Tomás Rodríguez,Panama,0.0556701261360072,3.7,0.2907138982735823
2026-06-11,Karim Ansarifard,Iran,0.0422832380223078,4.3988,0.289996992269234
2026-06-11,Casemiro,Brazil,0.0246729588780885,5.6642,0.2895912239528561
